名称,类型,状态,路径,来源
黄鹤楼,attraction,成功,/images/landmarks/1cebc1043da9.jpg,bing:黄鹤楼 景点 风景
武大樱花,attraction,成功,/images/landmarks/cbdf06bff6cd.jpg,baike_og
东湖,attraction,成功,/images/landmarks/ef114d240fd3.jpg,baike_og
三峡大坝,attraction,成功,/images/landmarks/b34682c3cfeb.jpg,baike_og
恩施大峡谷,attraction,成功,/images/landmarks/f937d6ec0cd6.jpg,baike_og
武当山,attraction,失败-保留旧URL,https://picsum.photos/seed/a6886608dd16/800/800,all_failed
神农架,attraction,成功,/images/landmarks/f3b1c52bcd04.jpg,cache
荆州古城,attraction,成功,/images/landmarks/a44a1fbd3d10.jpg,baike_og
清江画廊,attraction,成功,/images/landmarks/d655c7a4a893.jpg,baike_og
三峡人家,attraction,成功,/images/landmarks/e85b083498b6.jpg,bing:三峡人家 景点 风景
木兰天池,attraction,成功,/images/landmarks/3dbaf60cb97e.jpg,bing:木兰天池 景点 风景
明显陵,attraction,成功,/images/landmarks/22c09035df9e.jpg,baike_og
腾龙洞,attraction,成功,/images/landmarks/99abab2db2c7.jpg,baike_og
古隆中,attraction,成功,/images/landmarks/548ef1d61471.jpg,bing:古隆中 景点 风景
张家界,attraction,成功,/images/landmarks/1260698db1f0.jpg,cache
凤凰古城,attraction,成功,/images/landmarks/4f0198127a45.jpg,bing:凤凰古城 景点 风景
岳麓山,attraction,成功,/images/landmarks/25031b98c872.jpg,baike_og
橘子洲,attraction,成功,/images/landmarks/68b090d2001e.jpg,baike_og
天门山,attraction,成功,/images/landmarks/f1b31232c9b1.jpg,bing:天门山 景点 风景
武陵源,attraction,失败-保留旧URL,https://picsum.photos/seed/387c86976292/800/800,all_failed
衡山,attraction,成功,/images/landmarks/d3ad961a09f9.jpg,baike_og
岳阳楼,attraction,成功,/images/landmarks/d2166c1ffe69.jpg,bing:岳阳楼 景点 风景
洞庭湖,attraction,成功,/images/landmarks/fa8270f487a9.jpg,bing:洞庭湖 景点 风景
芙蓉镇,attraction,成功,/images/landmarks/54c3d604a921.jpg,bing:芙蓉镇 景点 风景
东江湖,attraction,成功,/images/landmarks/4d062a8724cf.jpg,bing:东江湖 景点 风景
崀山,attraction,成功,/images/landmarks/faa560dab529.jpg,baike_og
韶山,attraction,成功,/images/landmarks/d31b70d2ccd2.jpg,baike_og
桃花源,attraction,成功,/images/landmarks/e1e9579b740c.jpg,baike_og
猛洞河,attraction,成功,/images/landmarks/8ace330e1971.jpg,baike_og
鼓浪屿,attraction,成功,/images/landmarks/853d068a2306.jpg,baike_og
武夷山,attraction,成功,/images/landmarks/717327fd7235.jpg,cache
厦门大学,attraction,成功,/images/landmarks/b3856cafae2f.jpg,bing:厦门大学 景点 风景
南普陀寺,attraction,成功,/images/landmarks/085553c327db.jpg,bing:南普陀寺 景点 风景
三坊七巷,attraction,成功,/images/landmarks/28ff658bd8fa.jpg,baike_og
永定土楼,attraction,成功,/images/landmarks/b71ffe449fbd.jpg,bing:永定土楼 景点 风景
太姥山,attraction,成功,/images/landmarks/76f6386bc959.jpg,baike_og
白水洋,attraction,成功,/images/landmarks/159489232d0f.jpg,baike_og
清源山,attraction,成功,/images/landmarks/f860fc0171d9.jpg,baike_og
东山岛,attraction,成功,/images/landmarks/ce4093509084.jpg,bing:东山岛 景点 风景
冠豸山,attraction,成功,/images/landmarks/5dbe0b5284e1.jpg,baike_og
泰宁大金湖,attraction,失败-保留旧URL,https://picsum.photos/seed/47c2806c9135/800/800,all_failed
霞浦滩涂,attraction,成功,/images/landmarks/9f69edcb118f.jpg,baike_og
平潭岛,attraction,成功,/images/landmarks/67cbcb3c116f.jpg,baike_og
云水谣,attraction,成功,/images/landmarks/b305b5ca862e.jpg,baike_og
泰山,attraction,成功,/images/landmarks/ba9c1bc0df23.jpg,baike_og
崂山,attraction,成功,/images/landmarks/1108cbc8bf13.jpg,baike_og
趵突泉,attraction,成功,/images/landmarks/c4cd3fd76607.jpg,bing:趵突泉 景点 风景
曲阜三孔,attraction,成功,/images/landmarks/4c0641a08aef.jpg,baike_og
蓬莱阁,attraction,成功,/images/landmarks/9838dd4877e4.jpg,bing:蓬莱阁 景点 风景
刘公岛,attraction,成功,/images/landmarks/544060142163.jpg,bing:刘公岛 景点 风景
大明湖,attraction,成功,/images/landmarks/e950f1c9e151.jpg,bing:大明湖 景点 风景
栈桥,attraction,成功,/images/landmarks/110759b4b538.jpg,bing:栈桥 景点 风景
台儿庄古城,attraction,成功,/images/landmarks/9825e12aae66.jpg,bing:台儿庄古城 景点 风景
成山头,attraction,成功,/images/landmarks/c74ca11bb489.jpg,baike_og
千佛山,attraction,成功,/images/landmarks/eda4575e73c2.jpg,bing:千佛山 景点 风景
沂蒙山,attraction,成功,/images/landmarks/d33cf07512cd.jpg,bing:沂蒙山 景点 风景
黄河口,attraction,成功,/images/landmarks/7e0aef0425b2.jpg,baike_og
微山湖,attraction,成功,/images/landmarks/0fbad892d03c.jpg,bing:微山湖 景点 风景
长岛,attraction,成功,/images/landmarks/9bcfb47a5dcc.jpg,bing:长岛 景点 风景
少林寺,attraction,成功,/images/landmarks/573a071647d9.jpg,baike_og
龙门石窟,attraction,成功,/images/landmarks/ac29cf8b1eae.jpg,baike_og
清明上河园,attraction,成功,/images/landmarks/e0f8ce6c310b.jpg,baike_og
白马寺,attraction,成功,/images/landmarks/3ce44bb72155.jpg,baike_og
殷墟,attraction,成功,/images/landmarks/e56768a03a4b.jpg,bing:殷墟 景点 风景
云台山,attraction,成功,/images/landmarks/2cc21c9e24dc.jpg,baike_og
老君山,attraction,成功,/images/landmarks/6bfc26507523.jpg,bing:老君山 景点 风景
太行大峡谷,attraction,成功,/images/landmarks/af238b66e717.jpg,bing:太行大峡谷 景点 风景
嵩山,attraction,成功,/images/landmarks/ebac8bd7f0b0.jpg,baike_og
开封府,attraction,成功,/images/landmarks/25df8e8b4601.jpg,baike_og
龙亭,attraction,成功,/images/landmarks/734350ffb13a.jpg,baike_og
红旗渠,attraction,成功,/images/landmarks/6100cca9c126.jpg,baike_og
鸡公山,attraction,成功,/images/landmarks/e6386e16cbc5.jpg,baike_og
重渡沟,attraction,成功,/images/landmarks/fe98111067ca.jpg,bing:重渡沟 景点 风景
山海关,attraction,成功,/images/landmarks/05916636b55f.jpg,baike_og
北戴河,attraction,成功,/images/landmarks/45eade113111.jpg,bing:北戴河 景点 风景
承德避暑山庄,attraction,成功,/images/landmarks/aae963b31e8d.jpg,baike_og
白洋淀,attraction,成功,/images/landmarks/d0d5585596dd.jpg,baike_og
野三坡,attraction,成功,/images/landmarks/b85ee80c83cf.jpg,baike_og
清东陵,attraction,成功,/images/landmarks/6ea854791e07.jpg,bing:清东陵 景点 风景
草原天路,attraction,成功,/images/landmarks/7d73fe004357.jpg,bing:草原天路 景点 风景
白石山,attraction,成功,/images/landmarks/a234817b976e.jpg,bing:白石山 景点 风景
娲皇宫,attraction,成功,/images/landmarks/aad16e52e25d.jpg,bing:娲皇宫 景点 风景
西柏坡,attraction,成功,/images/landmarks/88159017c110.jpg,baike_og
坝上草原,attraction,成功,/images/landmarks/29fb1a1e9fbe.jpg,bing:坝上草原 景点 风景
正定古城,attraction,成功,/images/landmarks/686da0bb94e0.jpg,baike_og
沈阳故宫,attraction,成功,/images/landmarks/cdade575b656.jpg,bing:沈阳故宫 景点 风景
大连星海广场,attraction,成功,/images/landmarks/c83a8d74ddf4.jpg,baike_og
老虎滩,attraction,失败-保留旧URL,https://picsum.photos/seed/2577c3ac45bb/800/800,all_failed
千山,attraction,成功,/images/landmarks/e2310cbb3ed6.jpg,bing:千山 景点 风景
金石滩,attraction,成功,/images/landmarks/58c452c6c220.jpg,baike_og
本溪水洞,attraction,成功,/images/landmarks/966746b0a130.jpg,baike_og
凤凰山,attraction,成功,/images/landmarks/ff0d1343ff7e.jpg,baike_og
鸭绿江断桥,attraction,成功,/images/landmarks/5b784a721e6e.jpg,baike_og
红海滩,attraction,成功,/images/landmarks/37fa29f19cc7.jpg,baike_og
棒棰岛,attraction,成功,/images/landmarks/651a87ecfc80.jpg,bing:棒棰岛 景点 风景
冰峪沟,attraction,成功,/images/landmarks/9c884039fec6.jpg,baike_og
旅顺口,attraction,成功,/images/landmarks/1711d74d5af3.jpg,baike_og
笔架山,attraction,成功,/images/landmarks/563464ca132f.jpg,bing:笔架山 景点 风景
兵马俑,attraction,成功,/images/landmarks/0d56cb3de9e9.jpg,baike_og
华山,attraction,成功,/images/landmarks/895acb85a9be.jpg,cache
大雁塔,attraction,成功,/images/landmarks/21506a1b677c.jpg,bing:大雁塔 景点 风景
华清宫,attraction,成功,/images/landmarks/26a6be838799.jpg,baike_og
西安城墙,attraction,成功,/images/landmarks/6da5266c7911.jpg,baike_og
法门寺,attraction,成功,/images/landmarks/88451b3a1e59.jpg,bing:法门寺 景点 风景
壶口瀑布,attraction,成功,/images/landmarks/db9a5f74943d.jpg,cache
黄帝陵,attraction,成功,/images/landmarks/4dd81d93a9bf.jpg,bing:黄帝陵 景点 风景
太白山,attraction,失败-保留旧URL,https://picsum.photos/seed/c7772297a80d/800/800,all_failed
终南山,attraction,成功,/images/landmarks/5115d10b2a21.jpg,bing:终南山 景点 风景
金丝峡,attraction,成功,/images/landmarks/cd3dba6270f5.jpg,baike_og
乾陵,attraction,成功,/images/landmarks/03639d1fa631.jpg,baike_og
波浪谷,attraction,成功,/images/landmarks/073dd31b54a7.jpg,bing:波浪谷 景点 风景
大理古城,attraction,成功,/images/landmarks/096f5fb3bacf.jpg,baike_og
丽江古城,attraction,成功,/images/landmarks/a8e39a29315d.jpg,baike_og
洱海,attraction,成功,/images/landmarks/b866e310b972.jpg,baike_og
玉龙雪山,attraction,成功,/images/landmarks/c5f14ebc2067.jpg,bing:玉龙雪山 景点 风景
石林,attraction,成功,/images/landmarks/e5e7f458e761.jpg,baike_og
西双版纳热带雨林,attraction,成功,/images/landmarks/cf90f1e0226f.jpg,baike_og
泸沽湖,attraction,成功,/images/landmarks/b431bf2e7781.jpg,baike_og
香格里拉,attraction,成功,/images/landmarks/971783775735.jpg,cache
梅里雪山,attraction,成功,/images/landmarks/86c780b1c6fd.jpg,bing:梅里雪山 景点 风景
虎跳峡,attraction,失败-保留旧URL,https://picsum.photos/seed/06ef86f4273d/800/800,all_failed
腾冲热海,attraction,成功,/images/landmarks/d474b5408c43.jpg,bing:腾冲热海 景点 风景
普达措,attraction,失败-保留旧URL,https://picsum.photos/seed/c602867f58e8/800/800,all_failed
蓝月谷,attraction,成功,/images/landmarks/ab1e73d8b2fe.jpg,baike_og
元阳梯田,attraction,成功,/images/landmarks/97d081522d21.jpg,baike_og
普者黑,attraction,成功,/images/landmarks/9355431eb18b.jpg,baike_og
黄果树瀑布,attraction,成功,/images/landmarks/1ca49d9ba37e.jpg,baike_og
梵净山,attraction,成功,/images/landmarks/60a052e3fc0a.jpg,cache
千户苗寨,attraction,成功,/images/landmarks/193922247cd1.jpg,bing:千户苗寨 景点 风景
荔波小七孔,attraction,成功,/images/landmarks/cefe3105cbb8.jpg,bing:荔波小七孔 景点 风景
织金洞,attraction,成功,/images/landmarks/8cb2cab9ff3b.jpg,baike_og
镇远古镇,attraction,失败-保留旧URL,https://picsum.photos/seed/4b3bacd3a020/800/800,all_failed
龙宫,attraction,成功,/images/landmarks/d417822d202b.jpg,baike_og
马岭河峡谷,attraction,成功,/images/landmarks/5a33b3011b00.jpg,baike_og
百里杜鹃,attraction,成功,/images/landmarks/b4d9aa6c72bc.jpg,baike_og
赤水丹霞,attraction,成功,/images/landmarks/edf57f654f5e.jpg,baike_og
肇兴侗寨,attraction,成功,/images/landmarks/6ec148febe19.jpg,baike_og
青岩古镇,attraction,失败-保留旧URL,https://picsum.photos/seed/47577bfafd0a/800/800,all_failed
万峰林,attraction,成功,/images/landmarks/18d41a0dd358.jpg,bing:万峰林 景点 风景
韭菜坪,attraction,成功,/images/landmarks/ff70f3979ca1.jpg,baike_og
漓江,attraction,成功,/images/landmarks/ac3fee83cf73.jpg,baike_og
阳朔西街,attraction,成功,/images/landmarks/242860dfbeff.jpg,bing:阳朔西街 景点 风景
龙脊梯田,attraction,成功,/images/landmarks/08b30f595fb5.jpg,bing:龙脊梯田 景点 风景
北海银滩,attraction,成功,/images/landmarks/726544d59da9.jpg,bing:北海银滩 景点 风景
涠洲岛,attraction,成功,/images/landmarks/00b098f9c9c9.jpg,cache
德天瀑布,attraction,成功,/images/landmarks/a420f8a6d6f8.jpg,bing:德天瀑布 景点 风景
象鼻山,attraction,成功,/images/landmarks/3d7d0734923a.jpg,bing:象鼻山 景点 风景
银子岩,attraction,成功,/images/landmarks/2bc9518536ee.jpg,baike_og
黄姚古镇,attraction,成功,/images/landmarks/8837703beb74.jpg,bing:黄姚古镇 景点 风景
通灵大峡谷,attraction,成功,/images/landmarks/efa4e0ffd3ea.jpg,baike_og
明仕田园,attraction,成功,/images/landmarks/de69404eb31c.jpg,baike_og
青秀山,attraction,成功,/images/landmarks/4a7377710d2e.jpg,baike_og
三江程阳桥,attraction,成功,/images/landmarks/b9ae4766d7d9.jpg,bing:三江程阳桥 景点 风景
桂平西山,attraction,成功,/images/landmarks/aa1c898af51b.jpg,bing:桂平西山 景点 风景
天涯海角,attraction,成功,/images/landmarks/4d0f3d299b9c.jpg,bing:天涯海角 景点 风景
亚龙湾,attraction,成功,/images/landmarks/db2c21239e1f.jpg,baike_og
蜈支洲岛,attraction,失败-保留旧URL,https://picsum.photos/seed/d9c3817593ec/800/800,all_failed
南山寺,attraction,成功,/images/landmarks/8d7614479cfa.jpg,baike_og
分界洲岛,attraction,成功,/images/landmarks/c273d81213ea.jpg,bing:分界洲岛 landmark travel
呀诺达,attraction,成功,/images/landmarks/d867a6e9d8c0.jpg,baike_og
五指山,attraction,成功,/images/landmarks/5743e46052f7.jpg,cache
东郊椰林,attraction,成功,/images/landmarks/f73c11656ba2.jpg,baike_og
博鳌,attraction,成功,/images/landmarks/d4ec5f18477b.jpg,baike_og
大小洞天,attraction,成功,/images/landmarks/7b43829d25e6.jpg,bing:大小洞天 景点 风景
鹿回头,attraction,成功,/images/landmarks/7825ea38065a.jpg,baike_og
西岛,attraction,失败-保留旧URL,https://picsum.photos/seed/6a111b701b19/800/800,all_failed
南湾猴岛,attraction,失败-保留旧URL,https://picsum.photos/seed/409edfc6b64e/800/800,all_failed
七仙岭,attraction,成功,/images/landmarks/562923e7f628.jpg,baike_og
黄山,attraction,成功,/images/landmarks/1986d7d41d8a.jpg,cache
宏村,attraction,成功,/images/landmarks/7ec7066f42b3.jpg,baike_og
西递,attraction,成功,/images/landmarks/04b44c7e76f9.jpg,bing:西递 景点 风景
九华山,attraction,成功,/images/landmarks/7afb89c99392.jpg,cache
天柱山,attraction,失败-保留旧URL,https://picsum.photos/seed/64ba7c683f4a/800/800,all_failed
琅琊山,attraction,成功,/images/landmarks/fd674773ca07.jpg,baike_og
天堂寨,attraction,成功,/images/landmarks/14a35ea0f638.jpg,baike_og
徽州古城,attraction,成功,/images/landmarks/6b02caa70d72.jpg,baike_og
三河古镇,attraction,成功,/images/landmarks/4c6b9410ad05.jpg,bing:三河古镇 景点 风景
齐云山,attraction,成功,/images/landmarks/35c26d77e598.jpg,baike_og
呈坎,attraction,成功,/images/landmarks/6fb66b136361.jpg,baike_og
巢湖,attraction,成功,/images/landmarks/3c5052d4b9e6.jpg,baike_og
绩溪龙川,attraction,成功,/images/landmarks/4d40f81677b8.jpg,baike_og
庐山,attraction,成功,/images/landmarks/d6fc44e1efe4.jpg,cache
井冈山,attraction,成功,/images/landmarks/704421ce6c47.jpg,cache
婺源,attraction,成功,/images/landmarks/203651e23594.jpg,cache
三清山,attraction,成功,/images/landmarks/0cac6735140e.jpg,cache
景德镇古窑,attraction,成功,/images/landmarks/cce878048ac3.jpg,baike_og
龙虎山,attraction,成功,/images/landmarks/5de4bac7ef27.jpg,bing:龙虎山 景点 风景
滕王阁,attraction,成功,/images/landmarks/4da3dd4675ec.jpg,baike_og
鄱阳湖,attraction,成功,/images/landmarks/5747893c5ca4.jpg,baike_og
武功山,attraction,成功,/images/landmarks/2cf17f536d3d.jpg,bing:武功山 景点 风景
篁岭,attraction,成功,/images/landmarks/20bc9809fddd.jpg,bing:篁岭 景点 风景
瑶里古镇,attraction,成功,/images/landmarks/637cd03aa221.jpg,baike_og
明月山,attraction,成功,/images/landmarks/af2a01beb59c.jpg,baike_og
龟峰,attraction,成功,/images/landmarks/4f7f277d95f9.jpg,bing:龟峰 景点 风景
大觉山,attraction,失败-保留旧URL,https://picsum.photos/seed/a870df8037c6/800/800,all_failed
石钟山,attraction,成功,/images/landmarks/202acf01e17d.jpg,baike_og
平遥古城,attraction,成功,/images/landmarks/a883a874b8a3.jpg,bing:平遥古城 景点 风景
云冈石窟,attraction,成功,/images/landmarks/1a37d4d8b747.jpg,bing:云冈石窟 景点 风景
悬空寺,attraction,成功,/images/landmarks/827a1de1cb25.jpg,bing:悬空寺 景点 风景
五台山,attraction,成功,/images/landmarks/5793339fff0b.jpg,cache
乔家大院,attraction,成功,/images/landmarks/5b4b28e730b4.jpg,baike_og
皇城相府,attraction,成功,/images/landmarks/608e984ff6ad.jpg,bing:皇城相府 景点 风景
应县木塔,attraction,成功,/images/landmarks/f0821bcc2a54.jpg,baike_og
太行山大峡谷,attraction,成功,/images/landmarks/4cb6ed3bcd9d.jpg,bing:太行山大峡谷 景点 风景
王家大院,attraction,成功,/images/landmarks/91fa9b45441e.jpg,bing:王家大院 景点 风景
晋祠,attraction,成功,/images/landmarks/4f994c02d768.jpg,baike_og
绵山,attraction,成功,/images/landmarks/794ffb8d146c.jpg,baike_og
恒山,attraction,成功,/images/landmarks/32674234f9ce.jpg,bing:恒山 景点 风景
壶关大峡谷,attraction,成功,/images/landmarks/14bd8de2cdac.jpg,bing:壶关大峡谷 景点 风景
长白山天池,attraction,成功,/images/landmarks/d26a7fb9d8f2.jpg,baike_og
净月潭,attraction,成功,/images/landmarks/98f1ecdceaa0.jpg,bing:净月潭 景点 风景
雾凇岛,attraction,成功,/images/landmarks/345095224a72.jpg,bing:雾凇岛 景点 风景
伪满皇宫,attraction,成功,/images/landmarks/179d46d40495.jpg,bing:伪满皇宫 景点 风景
六鼎山,attraction,成功,/images/landmarks/ffb5970ef513.jpg,baike_og
高句丽遗址,attraction,成功,/images/landmarks/c00abd651f37.jpg,baike_og
长影世纪城,attraction,成功,/images/landmarks/ebd4727b2b5e.jpg,baike_og
松花湖,attraction,成功,/images/landmarks/baebed9df346.jpg,bing:松花湖 景点 风景
长白山滑雪,attraction,成功,/images/landmarks/742a8b5f462c.jpg,bing:长白山滑雪 景点 风景
向海湿地,attraction,成功,/images/landmarks/0c651cb1a324.jpg,bing:向海湿地 景点 风景
防川风景名胜区,attraction,成功,/images/landmarks/fe1a3874f17d.jpg,baike_og
冰雪大世界,attraction,成功,/images/landmarks/9e5340498dbb.jpg,baike_og
雪乡,attraction,成功,/images/landmarks/e7bc269c5d5c.jpg,cache
漠河北极村,attraction,失败-保留旧URL,https://picsum.photos/seed/88d3a814ed94/800/800,all_failed
太阳岛,attraction,成功,/images/landmarks/63dece7fecbd.jpg,baike_og
镜泊湖,attraction,成功,/images/landmarks/8cfb25734960.jpg,baike_og
五大连池,attraction,成功,/images/landmarks/05e21c69dadd.jpg,baike_og
中央大街,attraction,失败-保留旧URL,https://picsum.photos/seed/1aff8e4a5c81/800/800,all_failed
圣索菲亚教堂,attraction,成功,/images/landmarks/ffd27938b753.jpg,baike_og
亚布力滑雪场,attraction,成功,/images/landmarks/6722009a870a.jpg,baike_og
扎龙湿地,attraction,成功,/images/landmarks/8e8de0f488da.jpg,baike_og
兴凯湖,attraction,成功,/images/landmarks/bceaa765379d.jpg,baike_og
汤旺河林海,attraction,成功,/images/landmarks/e2a40922193c.jpg,bing:汤旺河林海 景点 风景
莫高窟,attraction,成功,/images/landmarks/538b58a26658.jpg,baike_og
鸣沙山月牙泉,attraction,成功,/images/landmarks/bd07dad77736.jpg,baike_og
嘉峪关,attraction,成功,/images/landmarks/7ebdcf45219b.jpg,cache
张掖七彩丹霞,attraction,成功,/images/landmarks/1801c65a09c0.jpg,bing:张掖七彩丹霞 景点 风景
麦积山,attraction,成功,/images/landmarks/1dc00d248c1f.jpg,bing:麦积山 景点 风景
拉卜楞寺,attraction,成功,/images/landmarks/e66161f4e009.jpg,baike_og
崆峒山,attraction,成功,/images/landmarks/3d9d84073c2c.jpg,bing:崆峒山 景点 风景
雅丹魔鬼城,attraction,成功,/images/landmarks/4853063d0330.jpg,baike_og
玉门关,attraction,成功,/images/landmarks/6d9480e1ec5c.jpg,baike_og
扎尕那,attraction,成功,/images/landmarks/fc29676fae09.jpg,baike_og
炳灵寺,attraction,成功,/images/landmarks/0aa3f3ac1995.jpg,bing:炳灵寺 景点 风景
马蹄寺,attraction,成功,/images/landmarks/c4d8cdd1ec17.jpg,bing:马蹄寺 景点 风景
金塔胡杨林,attraction,成功,/images/landmarks/a9faae007aaf.jpg,baike_og
呼伦贝尔草原,attraction,成功,/images/landmarks/2a2f35984ea2.jpg,bing:呼伦贝尔草原 景点 风景
响沙湾,attraction,成功,/images/landmarks/2cf933079fe3.jpg,bing:响沙湾 景点 风景
成吉思汗陵,attraction,成功,/images/landmarks/96469d09ed96.jpg,baike_og
额济纳胡杨林,attraction,成功,/images/landmarks/59cba9882ebf.jpg,baike_og
阿尔山,attraction,成功,/images/landmarks/2357c630912d.jpg,cache
满洲里国门,attraction,成功,/images/landmarks/eaa66c03b02d.jpg,baike_og
锡林郭勒草原,attraction,成功,/images/landmarks/7c57b19cf014.jpg,baike_og
大召寺,attraction,成功,/images/landmarks/f540dd116936.jpg,bing:大召寺 景点 风景
阿斯哈图石林,attraction,失败-保留旧URL,https://picsum.photos/seed/7630dd527c29/800/800,all_failed
乌兰布统,attraction,成功,/images/landmarks/6da00b98379b.jpg,baike_og
希拉穆仁草原,attraction,成功,/images/landmarks/7bbe71befa61.jpg,bing:希拉穆仁草原 景点 风景
库布齐沙漠,attraction,成功,/images/landmarks/9ea53fcd05e6.jpg,bing:库布齐沙漠 景点 风景
天山天池,attraction,失败-保留旧URL,https://picsum.photos/seed/edb96c456ce5/800/800,all_failed
喀纳斯湖,attraction,成功,/images/landmarks/1e6037d989ed.jpg,bing:喀纳斯湖 景点 风景
那拉提草原,attraction,成功,/images/landmarks/fc36165d2f8b.jpg,baike_og
吐鲁番葡萄沟,attraction,成功,/images/landmarks/d12603b1158b.jpg,baike_og
赛里木湖,attraction,成功,/images/landmarks/d540ec1ec3bf.jpg,cache
喀什古城,attraction,成功,/images/landmarks/8566916e1696.jpg,baike_og
巴音布鲁克,attraction,成功,/images/landmarks/88f7c83b5a90.jpg,bing:巴音布鲁克 景点 风景
可可托海,attraction,成功,/images/landmarks/e8fe4552fc2b.jpg,baike_og
禾木村,attraction,成功,/images/landmarks/40076fd0df30.jpg,bing:禾木村 景点 风景
魔鬼城,attraction,成功,/images/landmarks/42988d5ea802.jpg,baike_og
塔克拉玛干沙漠,attraction,成功,/images/landmarks/fc36413f35da.jpg,baike_og
帕米尔高原,attraction,成功,/images/landmarks/3b5405a2c71d.jpg,bing:帕米尔高原 景点 风景
火焰山,attraction,成功,/images/landmarks/df5bc6b0ef43.jpg,bing:火焰山 景点 风景
独库公路,attraction,成功,/images/landmarks/8d12efb983a1.jpg,baike_og
布达拉宫,attraction,成功,/images/landmarks/0f48d569c63b.jpg,bing:布达拉宫 景点 风景
大昭寺,attraction,成功,/images/landmarks/53bd03c028c7.jpg,baike_og
纳木错,attraction,成功,/images/landmarks/56c899228407.jpg,cache
羊卓雍措,attraction,成功,/images/landmarks/c2363c8932fb.jpg,cache
珠峰大本营,attraction,成功,/images/landmarks/1a128415b49f.jpg,cache
雅鲁藏布大峡谷,attraction,成功,/images/landmarks/ba2b8b0b444c.jpg,cache
巴松措,attraction,成功,/images/landmarks/c6e365842931.jpg,baike_og
扎什伦布寺,attraction,成功,/images/landmarks/f73d05876ae9.jpg,baike_og
冈仁波齐,attraction,成功,/images/landmarks/2db4649277f2.jpg,baike_og
玛旁雍错,attraction,成功,/images/landmarks/c880312dfb62.jpg,baike_og
古格王朝遗址,attraction,成功,/images/landmarks/bf3af02d64d5.jpg,baike_og
羊八井,attraction,失败-保留旧URL,https://picsum.photos/seed/7b7d0f3f9cd2/800/800,all_failed
鲁朗林海,attraction,失败-保留旧URL,https://picsum.photos/seed/ca0f2b49a873/800/800,all_failed
然乌湖,attraction,成功,/images/landmarks/421772e8e7d7.jpg,baike_og
青海湖,attraction,成功,/images/landmarks/4919ccbc3bfa.jpg,cache
茶卡盐湖,attraction,成功,/images/landmarks/55c7de12e31d.jpg,cache
塔尔寺,attraction,成功,/images/landmarks/6e6521747d93.jpg,baike_og
祁连山草原,attraction,成功,/images/landmarks/989228007a36.jpg,baike_og
门源油菜花,attraction,成功,/images/landmarks/95bf8d1b5869.jpg,baike_og
水上雅丹,attraction,失败-保留旧URL,https://picsum.photos/seed/dd16bd4f7936/800/800,all_failed
可可西里,attraction,成功,/images/landmarks/c354850c97ed.jpg,baike_og
翡翠湖,attraction,成功,/images/landmarks/2b5ddef5fc62.jpg,bing:翡翠湖 景点 风景
昆仑山口,attraction,成功,/images/landmarks/7716921f89c7.jpg,baike_og
卓尔山,attraction,成功,/images/landmarks/9bb901c65c54.jpg,baike_og
贵德黄河,attraction,失败-保留旧URL,https://picsum.photos/seed/3c2d03f0819f/800/800,all_failed
东台吉乃尔湖,attraction,成功,/images/landmarks/29b6abac0880.jpg,baike_og
年保玉则,attraction,成功,/images/landmarks/dad3dc8b2e2d.jpg,baike_og
阿尼玛卿,attraction,成功,/images/landmarks/591786490022.jpg,baike_og
沙坡头,attraction,成功,/images/landmarks/197cf5e3f8c2.jpg,cache
沙湖,attraction,成功,/images/landmarks/8aee8836a7cc.jpg,baike_og
西夏王陵,attraction,成功,/images/landmarks/47330482b1c2.jpg,bing:西夏王陵 景点 风景
贺兰山岩画,attraction,成功,/images/landmarks/b8015fc1b54a.jpg,bing:贺兰山岩画 景点 风景
水洞沟,attraction,成功,/images/landmarks/5a1ad92d929d.jpg,bing:水洞沟 景点 风景
镇北堡西部影城,attraction,成功,/images/landmarks/6125a443e0ba.jpg,bing:镇北堡西部影城 景点 风景
六盘山,attraction,成功,/images/landmarks/fa246972801c.jpg,baike_og
青铜峡黄河大峡谷,attraction,成功,/images/landmarks/d629512b0287.jpg,bing:青铜峡黄河大峡谷 景点 风景
须弥山石窟,attraction,失败-保留旧URL,https://picsum.photos/seed/1bff8e7939de/800/800,all_failed
黄沙古渡,attraction,成功,/images/landmarks/71149a25b385.jpg,bing:黄沙古渡 景点 风景
维多利亚港,attraction,成功,/images/landmarks/cf355e93ae37.jpg,bing:维多利亚港 景点 风景
太平山顶,attraction,成功,/images/landmarks/7f4d1c3cea8d.jpg,baike_og
大三巴牌坊,attraction,成功,/images/landmarks/117ddd229d49.jpg,baike_og
威尼斯人,attraction,成功,/images/landmarks/452fef26a5cd.jpg,baike_og
台北101,attraction,成功,/images/landmarks/1d56e4436043.jpg,baike_og
故宫博物院,attraction,成功,/images/landmarks/ac81b099a996.jpg,bing:故宫博物院 景点 风景
日月潭,attraction,成功,/images/landmarks/2b5f6e65efb2.jpg,cache
阿里山,attraction,成功,/images/landmarks/cb93a2b5a16d.jpg,cache
太鲁阁,attraction,成功,/images/landmarks/41c8925519e0.jpg,cache
九份老街,attraction,成功,/images/landmarks/7bfbef5aa071.jpg,bing:九份老街 景点 风景
士林夜市,attraction,成功,/images/landmarks/2119e59d535f.jpg,baike_og
淡水渔人码头,attraction,成功,/images/landmarks/2358d4527b0e.jpg,bing:淡水渔人码头 景点 风景
